<<<<<<< HEAD
1.843134949288389919e+02 -2.831105670770802973e+01 -5.204317925308766490e+01
1.915351407805088400e+02 -3.611536423795675432e+01 -4.146540291816747725e+01
7.515456150752009989e+01 1.896137034003615085e+01 5.094453123220740309e+01
1.733998336795472994e+02 2.449942811481823668e+01 3.687906585846514673e+01
1.651495792416261565e+02 6.005187483049286357e+01 5.205242984316213040e+01
1.547330034957218459e+02 -2.646383271532798176e+01 2.233297204144493264e+01
7.293371893665178618e+01 2.783969945325616635e+01 5.302812704514155939e+01
1.625414430248504800e+02 -2.084856489964228388e+01 2.130574928853316408e+01
1.749279557403812078e+02 1.286012261391637601e+00 -1.120040764905821007e+01
6.912789788379294009e+01 3.091927014169642973e+01 5.152039387932295966e+01
1.642649129274728352e+02 -4.935041727861973015e+01 -4.462590430225384708e+00
1.687384670925813737e+02 -4.640945264012673377e+00 -2.304678433204261268e+01
1.436203419461195949e+02 3.923036804734906724e+01 6.232624818064836347e+01
1.880435619080024878e+02 -1.482146510042938203e+01 1.174267385367318539e+01
1.620242919412225433e+02 6.683249905183411954e+01 1.126604054465248339e+01
1.087102851000887824e+02 4.379454045591467093e+01 2.307143257588096930e+01
1.707241944011846044e+02 5.776092350338725367e+00 2.561175069150237249e+01
1.361279122121389946e+02 8.184154066934053162e+01 -1.314985902965354292e+01
1.768035786515095253e+02 -2.025507269601917315e+01 -5.975366253189893939e+01
1.216520548718752650e+02 1.019225006926775450e+02 -2.501553863157479185e+00
1.488695187944269662e+02 -7.902666660226898898e+00 2.749098850589201248e+01
1.881198135755594194e+02 -3.590554193093026925e+01 -3.639809853388929639e+01
8.744509119708787637e+01 2.780383076448987367e+01 5.963911154191740138e+01
1.655480363917425848e+02 -3.931171069597887424e+00 9.696515684230959664e+00
7.373449772412703851e+01 2.591133133767288399e+01 5.913834742715575032e+01
6.874892882764959268e+01 1.530734484793854122e+01 4.581770082637649466e+01
1.988618671471779464e+02 -1.602043385678350873e+01 1.422399150827121161e+01
1.403078872228561238e+02 7.671452319687260513e+01 -1.050077472838251325e+01
1.252447368167923969e+02 5.876852156639139224e+01 1.659559909215438722e+01
1.622161249475863940e+02 -6.557774303058694443e+01 -1.186838227681375457e+01
6.810381740426802821e+01 2.121486242715931070e+01 4.983203686967871704e+01
7.028045442813626664e+01 2.658221744981114654e+01 5.558990289113094008e+01
1.498412860061999083e+02 -7.291486420162641480e+01 -6.739966436714608378e+00
1.348263394179800514e+02 3.055378072528960587e+01 5.797396081658227729e+01
1.150783845537238648e+02 6.023332269649988291e+01 1.743544344250458877e+01
1.209119379192440817e+02 1.703073113848060771e+01 6.082344784326797082e+01
1.368069023737809573e+02 7.966349653674821241e+01 -1.454252553924691149e+01
1.573422054772763374e+02 -6.220910520028683521e+01 -1.771114927439554521e+01
1.559249844076393288e+02 -6.365763571855637792e+01 -1.684836637206036158e+01
9.335749817276833085e+01 2.642485191569952363e+01 5.352495961919896672e+01
1.031045157261347356e+02 5.099517661691505310e+01 7.991522106667814818e+00
1.022124772618219595e+02 5.317673137836939645e+01 8.211111842075201395e+00
1.163349943594769940e+02 7.378292226073256188e+01 2.922873296037120383e+01
1.312477585820704462e+02 6.168959348906975038e+01 1.962576096750006727e+01
1.122107283730592258e+02 6.175378710915727254e+01 1.765331773684460970e+01
1.510596027609486498e+02 -6.154209258741992983e+00 2.813617887248178562e+01
6.764748627766226718e+01 2.258486466841082319e+01 5.086832077009860598e+01
1.693484054017522169e+02 -7.044802001681073733e+00 -2.574991819819635808e+01
1.084003294652464291e+02 5.545466701892035388e+01 2.212583293656217975e+01
9.713633784644522962e+01 5.051417210054924567e+01 1.062655772961138823e+01
8.162470339981032907e+01 2.991663775941088232e+01 6.320021705381054744e+01
1.319702182905351151e+02 1.014917370629318327e+02 -7.475471068044972967e+00
9.834815543106697078e+01 5.235014936961020737e+01 8.890400529262091567e+00
1.776580629460906664e+02 -2.930182560134076297e+01 -5.248089705807030469e+01
1.689854727332762820e+02 -5.535489524506335357e+00 -2.425500718611210971e+01
1.220768794257139547e+02 4.129191326080417923e+01 3.634649453218512605e+01
1.074911929959599206e+02 5.494126205327781065e+01 2.602801143218295010e+01
1.664368076942765526e+02 -4.290053998557183057e+00 -2.542839755114336242e+01
1.697862948626790285e+02 7.407436519419304588e+00 -3.858390986263003697e+01
1.057745066492437758e+02 4.820582742293890277e+01 8.555550455180544134e+00
1.063303763833061026e+02 6.045494978414352971e+01 5.345658704403141570e+01
1.523700110799461243e+02 -4.236735091175852119e+00 2.829872900495278287e+01
1.519075037067701430e+02 -3.971080194691781085e+00 2.969247314123432346e+01
1.866776932858483065e+02 -2.162062033654348880e+01 -5.664798311478725168e+01
1.552492768496159670e+02 -6.792042505832959876e+01 -3.819128729896302588e+00
1.067665586528890742e+02 4.377411149508987620e+01 2.185287554442193780e+01
1.433318076220234900e+02 8.783509230175464211e+01 1.672252888696426965e+00
1.597335179674949188e+02 -6.278262553425799553e+01 -1.846508012215420536e+01
1.759318926941813572e+02 1.674538145585643956e-01 -1.307774256853348938e+01
6.999972518731058813e+01 3.172049356796345876e+01 5.018963127290304271e+01
1.609368319622200545e+02 2.154233802050285362e+00 -1.275668921920859411e+01
1.302702620131966285e+02 5.943613656815802671e+01 2.052024126768976231e+01
1.774476316638893820e+02 -1.878113582166936268e+01 -5.449311361526705610e+01
1.175559514676324113e+02 5.176043624255149922e+01 1.326894280353428002e+01
1.759180474368190232e+02 -3.260170989860131385e+01 -4.910978062169241554e+01
7.000781753191932921e+01 1.987041217031613627e+01 5.081954258268419977e+01
1.694891284624643220e+02 8.732995681621373407e+00 -3.735213670860348145e+01
7.625129354204719334e+01 3.400539076118293025e+01 5.931477934795924511e+01
=======
1.905976081798000337e+02 -1.349480650792442482e+01 1.376899376108859485e+01
1.410118776267695466e+02 1.032865668865866837e+01 2.200797199191103815e+01
1.003268733423139452e+02 5.262218769385745532e+01 9.061523487376764052e+00
7.322695584066512708e+01 2.948384667351135136e+01 5.416884163710891897e+01
1.713135908014799327e+02 5.991149966460829290e+01 4.138848539625122669e+01
1.028721832585833624e+02 6.205152474616872382e+01 4.639618412437349804e+01
1.371448995226911620e+02 6.396539621105881679e+01 2.181544486040770181e+01
1.777937927039137662e+02 -1.971863855663968934e+01 -5.669772271505352990e+01
1.193174521344118375e+02 6.988523789080267079e+01 2.605308179118274126e+01
1.009434933455334544e+02 6.244597918494790179e+01 5.075392132404756040e+01
1.152859268660825904e+02 7.402330511374952948e+01 2.578161867576654487e+01
1.230172189270501235e+02 1.028661147756183567e+02 -3.459775626724291619e+00
1.177755980870513497e+02 2.523538792136823616e+01 4.689421165167378547e+01
1.359820920070556269e+02 2.696713276974642071e+01 5.526743357807005452e+01
1.049931156337565028e+02 5.137320708726255702e+01 6.975291969062137554e+00
1.216833854037676588e+02 2.594799623331672578e+01 5.645361060013254928e+01
1.379872441159859022e+02 7.768991237818086404e+01 -1.254750374251305445e+01
1.765677326585915239e+02 -8.197808307395884952e+00 -4.359320864939058993e+01
1.431277991092190689e+02 7.206922803393695176e+01 -6.964371479583196134e+00
9.554569709098301189e+01 2.853957470677601194e+01 5.627770256801319704e+01
6.912789788379295430e+01 3.091927014169642973e+01 5.152039387932295966e+01
1.436203419461195949e+02 3.923036804734906724e+01 6.232624818064836347e+01
1.345758059445463175e+02 9.736263463131166418e+01 2.395272067610690669e+00
1.620242919412225433e+02 6.683249905183411954e+01 1.126604054465248339e+01
1.087102851000887824e+02 4.379454045591467093e+01 2.307143257588096930e+01
1.361279122121389946e+02 8.184154066934053162e+01 -1.314985902965354292e+01
1.768035786515095253e+02 -2.025507269601917315e+01 -5.975366253189893939e+01
1.771006675596068476e+02 -1.037527221887003215e+01 -4.379225072668399577e+01
6.810381740426802821e+01 2.121486242715931070e+01 4.983203686967871704e+01
1.348263394179800514e+02 3.055378072528960587e+01 5.797396081658227729e+01
1.368069023737809573e+02 7.966349653674821241e+01 -1.454252553924691149e+01
1.573422054772763374e+02 -6.220910520028683521e+01 -1.771114927439554521e+01
1.559249844076393288e+02 -6.365763571855637792e+01 -1.684836637206036158e+01
9.347186328744339789e+01 2.630646097325710286e+01 5.480569939307648042e+01
1.163349943594770082e+02 7.378292226073256188e+01 2.922873296037119673e+01
1.312477585820704462e+02 6.168959348906975038e+01 1.962576096750006727e+01
6.764748627766226718e+01 2.258486466841082319e+01 5.086832077009860598e+01
1.763544501185130002e+02 3.494919440986937076e+01 4.391792965022555251e+01
9.834815543106697078e+01 5.235014936961020737e+01 8.890400529262091567e+00
1.220768794257139547e+02 4.129191326080417923e+01 3.634649453218512605e+01
1.690570956800552835e+02 5.602607822807956950e+01 1.887446514931898989e+01
1.697862948626790285e+02 7.407436519419304588e+00 -3.858390986263003697e+01
1.057745066492437900e+02 4.820582742293890277e+01 8.555550455180544134e+00
1.775918089716394377e+02 -6.585870382015902358e+00 -4.319467893894444188e+01
1.363005691335939957e+02 5.821296799815936396e+01 1.935758823643776338e+01
1.063303763833060884e+02 6.045494978414352971e+01 5.345658704403141570e+01
1.552492768496159670e+02 -6.792042505832959876e+01 -3.819128729896302588e+00
1.661321471386105770e+02 -2.116994103690748474e+00 2.030159094236670114e+01
1.433318076220234900e+02 8.783509230175464211e+01 1.672252888696426965e+00
1.599071655475863167e+02 -6.234696234183528674e+01 -1.746169121293265292e+01
6.999972518731058813e+01 3.172049356796345876e+01 5.018963127290304982e+01
1.175559514676324113e+02 5.176043624255149922e+01 1.326894280353428002e+01
1.759180474368190232e+02 -3.260170989860131385e+01 -4.910978062169241554e+01
1.694891284624643220e+02 8.732995681621373407e+00 -3.735213670860348145e+01
1.670561824846367358e+02 -1.289253855999806753e+01 -2.768820190675289794e+01
7.625129354204720755e+01 3.400539076118293025e+01 5.931477934795924511e+01
>>>>>>> c097736c933ccba9e01a6339a6f62e1aee0a0cff
1.693070535174181543e+02 -1.598777098445718714e+01 -2.998005703622554208e+01
1.506489295323713122e+02 -7.451332091972084015e+01 -4.624423160458990267e+00
1.093897398633007896e+02 6.307626198897732195e+01 4.069076530176013051e+01
1.355253571985388419e+02 2.832209885734713950e+01 5.613804692465173218e+01
<<<<<<< HEAD
7.867953374702864267e+01 3.131043323541018708e+01 5.828553287405638628e+01
1.984676891723090364e+02 -1.562433859269964387e+01 1.025203969997080833e+01
1.612800093369463923e+02 -1.997774477759387679e+01 2.196084456792447526e+01
7.590828479242782123e+01 3.602623985316756716e+01 6.030875951646638100e+01
1.536616856025526374e+02 1.151518620201199639e+01 3.856221259591863770e+01
6.875464824946894282e+01 2.966602291498118404e+01 5.313056310237207924e+01
1.721370827066508014e+02 -5.425177153033742705e+00 7.034670564366710011e+00
1.764876165862378059e+02 -3.143511292026058257e+01 -5.068942436957098607e+01
7.094248358819754685e+01 1.504432219017307659e+01 4.663019951461835433e+01
1.538084764806102100e+02 6.978221635491530606e+01 -1.360718733527721014e+01
6.992474205189540726e+01 1.360995265946618993e+01 4.868587472000290006e+01
1.192011233502864513e+02 7.519638491101001421e+01 2.804029516184068882e+01
1.818450429260124110e+02 -1.784630665495662072e+01 -5.742965448069904255e+01
1.352201999873636282e+02 1.972956932017470422e+01 1.434440357123105159e+01
1.604516999560266015e+02 6.073026422978305305e+01 5.480872842083529406e+01
1.776448605181044798e+02 3.677255052048413830e+01 4.194328575940242843e+01
1.601532720590874987e+02 2.275984326053953843e+00 -1.597716549829290500e+01
1.390175201999982164e+02 -7.141190669332128493e+01 -1.103167133278420309e+01
7.060596526563276143e+01 1.678350993713010553e+01 4.864951433492082344e+01
1.395291992928111995e+02 6.330964384399898393e+01 5.304524696924138283e+01
7.073593119502997695e+01 2.161171386501051472e+01 4.934437871532983877e+01
1.699716234684021288e+02 3.226360215206016235e+00 2.356676182353027826e+01
6.938336002012918868e+01 2.227212315384629449e+01 5.289870688494471551e+01
7.201941804859482943e+01 1.510295304713380915e+01 5.205526980400583170e+01
7.054552882994775587e+01 2.377900264108627937e+01 5.088871324394769147e+01
1.749677691227096830e+02 -2.893564817267687417e+01 -5.376948663965440289e+01
1.949154421072817911e+02 -1.714144408846104284e+01 1.027473851351909673e+01
1.791295113516196693e+02 -1.981722429748466396e+01 -6.075813394872216122e+01
1.188225362180297537e+02 4.385875398810414794e+01 3.240028146940192499e+01
1.304507720635178600e+02 3.050852052389350888e+01 5.355437804762559750e+01
9.828786372580401576e+01 4.984606856549398657e+01 1.206130969795084340e+01
8.539018879579731447e+01 2.645855597807923942e+01 5.593779833602312124e+01
7.096213459624388520e+01 3.037570952895439547e+01 5.202026985900986489e+01
1.261548614217722672e+02 7.791535295700191455e+01 2.740892865153456626e+01
1.766784894521349543e+02 4.139729771581504281e+01 4.573375726553240384e+01
1.822563858358205948e+02 -1.460267568698295904e+01 6.654136669887092737e+00
1.753867576439035361e+02 3.003424946448844679e+01 2.025588449990637230e+01
6.957870445233589862e+01 2.842307610636846249e+01 5.443455219036543724e+01
9.705981592251734469e+01 4.987277858151646370e+01 1.209087120194057263e+01
1.011812644869753512e+02 5.019873456531294664e+01 8.404055351887471659e+00
1.642095111171030624e+02 5.840324396150059982e+01 5.455638533023568471e+01
1.338311267137275706e+02 1.014110999405447870e+02 -1.855550152509410466e+00
7.054577484161632128e+01 3.167454303448984376e+01 5.083276665288056506e+01
1.721830970169841919e+02 7.202585484972049201e+00 2.406059717639799800e+01
7.367330099266675347e+01 1.472713676380758940e+01 4.792764809371296764e+01
1.476381118605287668e+02 4.560631108681132417e+00 -2.534877142086331858e+00
1.771586491409656503e+02 -1.227761448526347943e+00 -4.074192301910802883e+01
7.035445792136864895e+01 3.140307687286274074e+01 5.373780011902061204e+01
6.996436522958079252e+01 1.532581770942795885e+01 5.004882212072831749e+01
1.326873665475955022e+02 6.660605064727711522e+01 3.112008290519190723e+01
7.113407131163978647e+01 2.849485629542301268e+01 5.184665499115026677e+01
1.177762298084308554e+02 8.382096172325888972e+01 3.035129947586600707e+01
1.723085692210314903e+02 2.491910864296913530e+01 4.550547226667503509e+01
9.915863711163491701e+01 1.225467738172828902e+01 4.522004485281379260e+01
1.347504696817833860e+02 -6.829119477316294251e+01 -1.629832104182616348e+01
9.851828160539537294e+01 4.849771063679430227e+01 1.336603940093574749e+01
1.515991147036631332e+02 -1.552144579040527539e+01 3.942289426981240297e+00
1.438775875178031640e+02 7.818712580071456841e+01 2.120769044971092754e+00
9.575098944112998822e+01 2.579955776784904131e+01 5.332495468503717717e+01
7.037353999272906435e+01 3.019164878333472046e+01 5.517489945028576415e+01
1.436019508587297082e+02 3.759610879915001647e+00 2.134091541187838104e+01
1.247968653526009035e+02 1.003573204987261818e+02 -3.395293414378478758e+00
1.768792534480034533e+02 1.202906628195089311e+00 -3.882527268315934066e+01
1.035981737750652201e+02 4.896666213929892564e+01 8.450253878676182495e+00
1.610043841140495715e+02 5.816719851151786003e+01 5.662904079092200504e+01
1.988470717665471170e+02 -1.916475636856353759e+01 1.438546685103595379e+01
1.480557482492818906e+02 -6.103278399886526984e+01 -5.673270319475706813e+00
7.183012701299142577e+01 2.944692378533726895e+01 5.626099793664211290e+01
1.519873938402324995e+02 -6.506106549223386537e+01 -1.612306983662833204e+01
1.826178733404029515e+02 -2.233331194820210186e+01 -6.093843050416695917e+01
1.483044342481872491e+02 6.657688958801412582e+01 2.189285461055264292e+01
9.405019322656642089e+01 2.760607569458303345e+01 5.981682964399828961e+01
1.606504450503712746e+02 7.898065575273589545e-01 -3.037633554384561840e+00
1.561796263487249803e+02 -4.909470467565802210e+01 -1.179237180794122963e+01
1.001104144936255693e+02 5.299509674065564013e+01 1.121268438329575901e+01
1.039261072535893504e+02 6.139229523767784258e+01 5.477403623406772226e+01
1.338723318742017341e+02 -7.434060334947041326e+01 -9.382920717694414492e+00
1.770608873237222269e+02 3.213303367132515120e+01 2.099580019355182259e+01
7.640141857195743569e+01 1.394833062685034797e+01 4.888693007868312179e+01
1.807092076691388911e+02 -3.403920704905787176e+01 -4.615417271427138957e+01
1.130695031910285735e+02 5.782304889787422297e+01 4.861664514648236946e+01
1.685148003119454643e+02 4.182738064572816228e+01 9.792771083976163027e+00
1.421349055258268095e+02 6.341628321271237212e+01 5.461975676913530720e+01
1.197781046247730075e+02 7.934548565122778996e+01 2.842227973401698193e+01
1.719733258146817150e+02 -7.142621852073582467e+00 -2.409139644089566090e+01
1.429456603639590639e+02 4.605237558379980811e+01 3.971559157738083101e+00
1.919436699908877699e+02 -3.112879256755833879e+01 -3.647905551311975358e+01
1.706096511907155389e+02 -3.105232260931600763e-02 -1.057758132599921552e+01
1.627715811491001432e+02 -4.278482477945302520e+01 1.124421784086321097e+00
1.616065844128698359e+02 -6.097723645964113359e+01 -1.797272535467159571e+01
1.505170551851466598e+02 -7.317667755036590904e+01 -3.116442378443817773e+00
1.279266451350355283e+02 9.943919801513882817e+01 -1.760389950271548187e+01
1.385283848823210064e+02 -6.933325364257518686e+01 -1.101734537962686389e+01
1.068062740563861723e+02 5.470783524519888630e+01 1.142355655748424681e+01
1.043433339234732102e+02 5.412797414930697215e+01 8.501448158146338585e+00
1.828133573688187425e+02 -2.610659337474168851e+01 -5.535954128692921472e+01
7.011996060612875681e+01 1.923526784950853141e+01 5.293167929299870877e+01
9.715229499699047722e+01 5.217825244584124533e+01 1.132828997334411625e+01
7.674959792831742789e+01 3.766352598909823968e+01 5.905664436183832322e+01
6.994247035976060545e+01 2.016167991727810715e+01 5.353867954079061064e+01
1.270752666244522686e+02 9.664450874203537012e+01 -1.798718345232405014e+01
1.528388682735724160e+02 -2.702083626261748250e+01 2.316658233447607884e+01
1.380132291872604355e+02 2.764007016673149053e+01 5.776397396224778902e+01
1.335162827358631148e+02 2.664232129580926767e+01 1.409804669996040971e+01
7.545262358514386847e+01 1.844872586375071677e+01 5.061541057806107347e+01
1.519115505069255221e+02 1.145162637519017679e+01 4.284711569423473065e+01
1.057036185410129292e+02 1.950039012751061662e+01 4.540823902897805908e+01
1.185883782049117912e+02 2.129300278761557763e+01 4.194893922025144661e+01
1.681138943586913683e+02 -3.331387384531228513e+00 -2.137365153771849435e+01
1.017063176104304318e+02 2.759352199564374430e+01 5.217116527409588400e+01
1.308865105478393502e+02 9.743997462199307336e+01 -1.863535272159619183e+01
7.236640240262690327e+01 1.284643867532058437e+01 5.006193225234714816e+01
1.496909078519932166e+02 -1.680654276857638241e-01 -1.113809371490463995e+00
1.841258212013264028e+02 -2.453396910609331627e+01 -5.756716790008816531e+01
7.314830730330972131e+01 1.740246446703778460e+01 4.986513520706671443e+01
1.751829702686566748e+02 -3.136225456042805249e+01 -4.773143179378628531e+01
7.251266557339428687e+01 1.885536146930714807e+01 5.131387936366281366e+01
7.195871622663449330e+01 1.783345051826550076e+01 5.382050013795756627e+01
7.353216454443078476e+01 2.091283983737971752e+01 5.102916788102950818e+01
9.746429547112887803e+01 9.670840188872080745e+00 4.764510501834934075e+01
1.977112104251828271e+02 -1.369656578502802446e+01 1.183111412916078820e+01
7.312919321944039552e+01 2.279889605618590664e+01 5.242170844648592265e+01
1.722333669212693508e+02 5.552252643891224082e+00 2.204476311733370864e+01
1.933028064270697541e+02 -1.596643294220318765e+01 1.427687091343306491e+01
1.526309696018983288e+02 -2.526432266755291067e+01 2.516886191468461931e+01
1.656126329770776522e+02 -1.126184540616117324e+01 1.640829760833475603e+01
7.200379326372011235e+01 2.244783829981220435e+01 5.442742929836109056e+01
7.309523677426965094e+01 2.580902258912085045e+01 5.362207312726884822e+01
1.374451364062203709e+02 5.870125200767042628e+01 1.516035684453651022e+01
1.609894286623875814e+02 6.097001435295994476e-01 3.223469752554812828e+00
1.578460144850198503e+02 3.857941262634589918e+00 -1.863794739652455945e+01
9.985996259562126909e+01 4.864186317690546701e+01 1.012205639122803902e+01
7.161635264509538956e+01 2.641081415744992711e+01 5.741342513741687981e+01
1.614611058990184915e+02 -6.839443260271056602e+01 -9.304466170375864209e+00
1.268451713391590800e+02 7.159988512469072930e+01 2.559808700244965252e+01
1.833452564637521789e+02 -3.438878752896262370e+01 -4.480023169599306243e+01
1.457087196837930207e+02 6.659647788860058881e+01 2.201171620872887402e+01
1.405604263157067066e+02 -6.377729074212974325e+01 -1.234139757489706213e+01
1.729323822701833535e+02 -2.892895725701749399e+01 -4.799107583297755042e+01
1.442042273629324427e+02 7.407595567659630831e+01 -9.087145804149621142e-01
9.943223584885515720e+01 6.207230720170014138e+01 5.414060217487089943e+01
1.025855770760957455e+02 6.433666213095277442e+01 5.413981658198419211e+01
1.304926380249920612e+02 1.018367095600735723e+02 -1.382494995818838390e+00
9.782976242256761168e+01 5.311899292729643207e+01 1.026900169375247174e+01
1.029341718827169956e+02 4.404980885509026933e+01 1.582179816019217711e+01
1.152282032433754893e+02 6.629917057156036719e+01 3.010031812235521187e+01
1.501640090334031186e+02 -2.569969316055976805e+01 2.519632741396699771e+01
2.002986862878930765e+02 -1.797111225823618952e+01 1.021901773602559160e+01
9.920152737817399213e+01 5.189071715244964622e+01 1.261740157882890045e+01
1.830066529267336364e+02 -2.042040905648256199e+01 -6.244907632415974064e+01
1.714074356744697241e+02 -3.025207801265754526e+01 -5.331138323801027212e+01
1.735397325389224932e+02 1.992045290251786671e+00 3.685134870584526823e+00
1.444295109523853569e+02 -3.135981799598718567e+01 2.099480304955643817e+01
1.738942814603099123e+02 1.504036408608502295e+00 -4.005595220254720346e+01
1.434199089986749414e+02 6.493952531022499386e+01 5.234631107461189004e+01
1.755425851991796549e+02 3.072294825288999576e+01 2.252817257436080212e+01
1.531017293547509723e+02 -6.349935661710781432e+01 -1.767201285761558793e+01
1.935884198187912375e+02 -3.223527442549774946e+01 -4.241209801158338166e+01
1.507247277012261861e+02 8.969415628194282419e+01 -1.416700155185121446e+01
1.619678047203412063e+02 1.719268511600140936e+00 -5.636993947807781069e+00
7.478604636497769320e+01 1.196934827901111831e+01 5.317984132586074963e+01
1.406700938271780217e+02 7.061180263101557841e+01 -1.213994913869709080e+01
1.243538878184648979e+02 9.869803932170970029e+01 -1.729180597672261399e+01
1.745983230471284742e+02 -4.771493438266941389e+00 4.926182647704899331e+00
1.661796352597714872e+02 1.276324487529096885e+01 3.547711579600179732e+01
1.200424672941739317e+02 6.772314822125802891e+01 2.409388933114279752e+01
1.588317798165298598e+02 -6.799568087910780889e+01 -1.007424653935268566e+01
7.854787911265941602e+01 3.540291853317169313e+01 5.897333047543835960e+01
7.332192640946387030e+01 2.280056960056145243e+01 5.699728472427429438e+01
2.006284448630603663e+02 -2.299602633176500888e+01 1.139513119982268918e+01
1.501514651814080707e+02 -5.875389312824900401e+01 -4.972001653385041742e+00
1.546083273781787852e+02 -4.637738187123381550e+01 1.047801079682710323e+01
1.459191094340041843e+02 9.270265069153718684e+01 -9.710744438356581298e+00
1.191283239602049235e+02 3.876936894816159906e+01 3.947666197367053087e+01
1.322906675071292284e+02 5.880299460594998351e+01 2.155854403002970088e+01
1.282139015776530755e+02 9.629212427659896889e+01 -1.322582922620288137e+01
7.432946309635164539e+01 1.314278665016171033e+01 5.418389716655737232e+01
1.634475401936666401e+02 5.348105882655463006e+01 5.843657006731906733e+01
1.309868183821231753e+02 1.017310298348560025e+02 -1.022183880137461465e+01
1.975959883635409824e+02 -2.065730246039696283e+01 1.212115686350320232e+01
1.396329314902576755e+02 8.077659197387504264e+01 -1.704120762289193181e+01
1.035926380762194015e+02 2.749137677047046679e+01 5.289996933267388357e+01
1.870163130742024293e+02 -2.892236785063773752e+01 -5.094832007455475065e+01
1.590049955227119938e+02 8.050841155728112319e-01 6.589219870642484267e-01
1.863176864335104597e+02 -1.908911795388719312e+01 -4.558179590651916868e+01
1.071643549858584663e+02 6.553547643326062655e+01 4.597304086200864504e+01
1.775337113768258916e+02 -1.480101673773875071e+01 -2.424354165854275323e+01
1.047319546790737377e+02 4.539658129788472962e+01 2.180285549489407160e+01
1.023515230725496394e+02 5.990872796758449681e+01 5.359913439235514687e+01
1.569079826960710307e+02 -5.121251862348326256e+01 -1.225129872058892744e+01
=======
7.590828479242782123e+01 3.602623985316756716e+01 6.030875951646638100e+01
6.875464824946894282e+01 2.966602291498118404e+01 5.313056310237207924e+01
1.764876165862378059e+02 -3.143511292026058257e+01 -5.068942436957098607e+01
1.886947083094917446e+02 -9.363342106861326286e+00 3.928339726236763862e+00
1.604516999560266015e+02 6.073026422978305305e+01 5.480872842083529406e+01
1.232607740194224846e+02 2.303572407207537154e+01 5.899000984215464882e+01
1.390175201999982164e+02 -7.141190669332128493e+01 -1.103167133278420309e+01
7.060596526563276143e+01 1.678350993713010553e+01 4.864951433492083055e+01
1.395291992928111995e+02 6.330964384399898393e+01 5.304524696924138283e+01
7.073593119502997695e+01 2.161171386501051472e+01 4.934437871532983877e+01
8.404926269653307713e+01 1.920993826992737041e+01 5.161069665533581485e+01
6.938336002012918868e+01 2.227212315384629449e+01 5.289870688494471551e+01
7.201941804859482943e+01 1.510295304713381270e+01 5.205526980400583170e+01
7.054552882994775587e+01 2.377900264108627937e+01 5.088871324394769147e+01
1.439187993896574653e+02 -1.846174140028181654e+01 3.977643301271776011e+00
1.791295113516196693e+02 -1.981722429748466396e+01 -6.075813394872216122e+01
1.304507720635178600e+02 3.050852052389350888e+01 5.355437804762559750e+01
9.828786372580401576e+01 4.984606856549398657e+01 1.206130969795084340e+01
8.539018879579731447e+01 2.645855597807924298e+01 5.593779833602312124e+01
7.096213459624388520e+01 3.037570952895439547e+01 5.202026985900986489e+01
1.261548614217722672e+02 7.791535295700191455e+01 2.740892865153456626e+01
1.766784894521349258e+02 4.139729771581504281e+01 4.573375726553240384e+01
9.705981592251734469e+01 4.987277858151646370e+01 1.209087120194057263e+01
1.642095111171030624e+02 5.840324396150059982e+01 5.455638533023568471e+01
7.054577484161632128e+01 3.167454303448984376e+01 5.083276665288057217e+01
